sample_id,timestamp,scenario_id,ground_truth_context,user_action,camera_event,camera_id,package_name,camera_permission,activity_state,app_visibility,foreground_service_active,foreground_service_type,screen_state,session_state,session_duration_ms,recent_user_interaction,lifecycle_event,camera_availability,notes
exp_20260925_205225_4c8447,2026-09-25T20:52:25.969Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,USER_GRANTED_PERMISSION,NONE,NONE,org.cameratestharness,GRANTED,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,0,true,NONE,UNKNOWN,
exp_20260925_205229_a23480,2026-09-25T20:52:29.105Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,USER_PRESSED_START,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,0,true,NONE,UNKNOWN,
exp_20260925_205229_a23480,2026-09-25T20:52:29.148Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,CAMERA_OPEN_REQUESTED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,STARTING,43,true,NONE,UNKNOWN,
exp_20260925_205229_a23480,2026-09-25T20:52:29.251Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,NONE,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,CAMERA_OPEN,146,true,NONE,UNAVAILABLE,
exp_20260925_205229_a23480,2026-09-25T20:52:29.373Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,RUNNING,268,true,NONE,UNAVAILABLE,
exp_20260925_205229_a23480,2026-09-25T20:52:39.217Z,NORMAL_FOREGROUND_CAMERA,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,10112,true,NONE,UNKNOWN,
exp_20260925_205229_a23480,2026-09-25T20:52:39.227Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,STOPPING,10122,true,NONE,UNKNOWN,
exp_20260925_205229_a23480,2026-09-25T20:52:39.428Z,NORMAL_FOREGROUND_CAMERA,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,10323,true,NONE,AVAILABLE,
exp_20260925_205229_a23480,2026-09-25T20:52:39.495Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,STOPPING,10390,true,NONE,UNKNOWN,
exp_20260925_205229_a23480,2026-09-25T20:52:39.496Z,NORMAL_FOREGROUND_CAMERA,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,10391,true,NONE,AVAILABLE,
exp_20260925_205229_a23480,2026-09-25T20:52:41.234Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,USER_SELECTED_SCENARIO,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,12129,true,NONE,UNKNOWN,User selected scenario Background Camera Continuation
exp_20260925_205242_fa728c,2026-09-25T20:52:42.836Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,USER_PRESSED_START,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,0,true,NONE,UNKNOWN,
exp_20260925_205242_fa728c,2026-09-25T20:52:42.945Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_OPEN_REQUESTED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,STARTING,109,true,NONE,UNKNOWN,
exp_20260925_205242_fa728c,2026-09-25T20:52:43.046Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,CAMERA_OPEN,210,true,NONE,UNAVAILABLE,
exp_20260925_205242_fa728c,2026-09-25T20:52:43.146Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,RUNNING,310,true,NONE,UNAVAILABLE,
exp_20260925_205242_fa728c,2026-09-25T20:52:45.702Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_BACKGROUND_CONTINUATION,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,PAUSED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,2866,true,ON_PAUSE,UNKNOWN,
exp_20260925_205242_fa728c,2026-09-25T20:52:45.782Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_BACKGROUND_CONTINUATION,APP_ENTERED_BACKGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,STOPPED,BACKGROUND,true,none,UNKNOWN,UNKNOWN,2946,true,ON_STOP,UNKNOWN,Session continuing in background
exp_20260925_205242_fa728c,2026-09-25T20:52:55.034Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,STARTED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,12198,true,ON_START,UNKNOWN,
exp_20260925_205242_fa728c,2026-09-25T20:52:55.040Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,APP_RETURNED_FOREGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,none,UNKNOWN,UNKNOWN,12204,true,ON_RESUME,UNKNOWN,Returned while camera active
exp_20260925_205242_fa728c,2026-09-25T20:52:56.818Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,13982,true,NONE,UNKNOWN,
exp_20260925_205242_fa728c,2026-09-25T20:52:56.824Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,STOPPING,13988,true,NONE,UNKNOWN,
exp_20260925_205242_fa728c,2026-09-25T20:52:57.031Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,14195,true,NONE,AVAILABLE,
exp_20260925_205242_fa728c,2026-09-25T20:52:57.105Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,STOPPING,14269,true,NONE,UNKNOWN,
exp_20260925_205242_fa728c,2026-09-25T20:52:57.106Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAMERA_CLOSED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,14270,true,NONE,AVAILABLE,
exp_20260925_205242_fa728c,2026-09-25T20:52:58.118Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,USER_SELECTED_SCENARIO,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,15282,true,NONE,UNKNOWN,User selected scenario Camera Start/Stop
exp_20260925_205301_087164,2026-09-25T20:53:01.001Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,USER_PRESSED_START,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,1,true,NONE,UNKNOWN,
exp_20260925_205301_087164,2026-09-25T20:53:01.036Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,CAMERA_OPEN_REQUESTED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,STARTING,36,true,NONE,UNKNOWN,
exp_20260925_205301_087164,2026-09-25T20:53:01.123Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,NONE,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,CAMERA_OPEN,123,true,NONE,UNAVAILABLE,
exp_20260925_205301_087164,2026-09-25T20:53:01.263Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,UNKNOWN,RUNNING,263,true,NONE,UNAVAILABLE,
exp_20260925_205301_087164,2026-09-25T20:53:17.176Z,CAMERA_START_STOP,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,16176,true,NONE,UNKNOWN,
exp_20260925_205301_087164,2026-09-25T20:53:17.182Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,STOPPING,16182,true,NONE,UNKNOWN,
exp_20260925_205301_087164,2026-09-25T20:53:17.375Z,CAMERA_START_STOP,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,16375,true,NONE,AVAILABLE,
exp_20260925_205301_087164,2026-09-25T20:53:17.490Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,STOPPING,16490,true,NONE,UNKNOWN,
exp_20260925_205301_087164,2026-09-25T20:53:17.491Z,CAMERA_START_STOP,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,16491,true,NONE,AVAILABLE,
