sample_id,timestamp,scenario_id,ground_truth_context,user_action,camera_event,camera_id,package_name,camera_permission,activity_state,app_visibility,foreground_service_active,foreground_service_type,screen_state,session_state,session_duration_ms,recent_user_interaction,lifecycle_event,camera_availability,notes
exp_20260925_234031_rep1_6c15cf,2026-09-25T23:40:31.736Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,USER_PRESSED_START,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,0,true,NONE,UNKNOWN,rep=1;trigger=user_start
exp_20260925_234031_rep1_6c15cf,2026-09-25T23:40:31.768Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,CAMERA_OPEN_REQUESTED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,STARTING,32,true,NONE,UNKNOWN,rep=1;trigger=user_start
exp_20260925_234031_rep1_6c15cf,2026-09-25T23:40:31.844Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,NONE,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,CAMERA_OPEN,108,true,NONE,UNAVAILABLE,rep=1;trigger=user_start;lens_facing=BACK
exp_20260925_234031_rep1_6c15cf,2026-09-25T23:40:31.955Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,RUNNING,219,true,NONE,UNAVAILABLE,rep=1;trigger=user_start
exp_20260925_234031_rep1_6c15cf,2026-09-25T23:40:37.772Z,CAMERA_START_STOP,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,6036,true,NONE,UNKNOWN,rep=1
exp_20260925_234031_rep1_6c15cf,2026-09-25T23:40:37.777Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,STOPPING,6041,true,NONE,UNKNOWN,rep=1
exp_20260925_234031_rep1_6c15cf,2026-09-25T23:40:37.988Z,CAMERA_START_STOP,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,6252,true,NONE,AVAILABLE,rep=1
exp_20260925_234046_rep2_556297,2026-09-25T23:40:46.778Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,USER_PRESSED_START,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,0,true,NONE,UNKNOWN,rep=2;trigger=user_start
exp_20260925_234046_rep2_556297,2026-09-25T23:40:46.797Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,CAMERA_OPEN_REQUESTED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,STARTING,19,true,NONE,UNKNOWN,rep=2;trigger=user_start
exp_20260925_234046_rep2_556297,2026-09-25T23:40:46.897Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,NONE,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,CAMERA_OPEN,119,true,NONE,UNAVAILABLE,rep=2;trigger=user_start;lens_facing=BACK
exp_20260925_234046_rep2_556297,2026-09-25T23:40:46.999Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,RUNNING,221,true,NONE,UNAVAILABLE,rep=2;trigger=user_start
exp_20260925_234046_rep2_556297,2026-09-25T23:40:51.669Z,CAMERA_START_STOP,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,4891,true,NONE,UNKNOWN,rep=2
exp_20260925_234046_rep2_556297,2026-09-25T23:40:51.691Z,CAMERA_START_STOP,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,STOPPING,4913,true,NONE,UNKNOWN,rep=2
exp_20260925_234046_rep2_556297,2026-09-25T23:40:51.888Z,CAMERA_START_STOP,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,5110,true,NONE,AVAILABLE,rep=2
