sample_id,timestamp,scenario_id,ground_truth_context,user_action,camera_event,camera_id,package_name,camera_permission,activity_state,app_visibility,foreground_service_active,foreground_service_type,screen_state,session_state,session_duration_ms,recent_user_interaction,lifecycle_event,camera_availability,notes
exp_20260925_213507_2518a5,2026-09-25T21:35:07.176Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,CREATED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,0,true,ON_CREATE,UNKNOWN,MainActivity created
exp_20260925_213507_2518a5,2026-09-25T21:35:07.259Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,STARTED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,83,true,ON_START,UNKNOWN,
exp_20260925_213507_2518a5,2026-09-25T21:35:07.267Z,NORMAL_FOREGROUND_CAMERA,USER_INITIATED_FOREGROUND,APP_RETURNED_FOREGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,91,true,ON_RESUME,UNKNOWN,Returned to idle app
exp_20260925_213507_2518a5,2026-09-25T21:35:16.326Z,PERMISSION_DENIED,PERMISSION_DENIED,USER_SELECTED_SCENARIO,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,9150,true,NONE,UNKNOWN,User selected scenario Permission Denied
exp_20260925_213524_de5603,2026-09-25T21:35:24.734Z,PERMISSION_DENIED,PERMISSION_DENIED,USER_EVALUATED_PERMISSION_DENIED,NONE,NONE,org.cameratestharness,DENIED,RESUMED,FOREGROUND,false,none,UNKNOWN,IDLE,0,true,NONE,UNKNOWN,Permission Denied scenario evaluated; camera acquisition withheld
exp_20260925_213524_de5603,2026-09-25T21:35:42.754Z,AMBIGUOUS_CONTEXT,AMBIGUOUS_CONTEXT,USER_SELECTED_SCENARIO,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,UNKNOWN,IDLE,18020,true,NONE,UNKNOWN,User selected scenario Ambiguous Context (Observation Only)
exp_20260925_213559_3a8b54,2026-09-25T21:35:59.145Z,AMBIGUOUS_CONTEXT,AMBIGUOUS_CONTEXT,USER_EVALUATED_OBSERVATION,NONE,NONE,org.cameratestharness,DENIED,RESUMED,FOREGROUND,false,none,UNKNOWN,IDLE,1,true,NONE,UNKNOWN,Ambiguous Context observation evaluated (no camera session initiated)
exp_20260925_213559_3a8b54,2026-09-25T21:36:01.472Z,AMBIGUOUS_CONTEXT,AMBIGUOUS_CONTEXT,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,PAUSED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,2328,true,ON_PAUSE,UNKNOWN,
exp_20260925_213559_3a8b54,2026-09-25T21:36:02.794Z,AMBIGUOUS_CONTEXT,AMBIGUOUS_CONTEXT,USER_GRANTED_PERMISSION,NONE,NONE,org.cameratestharness,GRANTED,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,3650,true,NONE,UNKNOWN,
exp_20260925_213559_3a8b54,2026-09-25T21:36:02.799Z,AMBIGUOUS_CONTEXT,AMBIGUOUS_CONTEXT,APP_RETURNED_FOREGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,UNKNOWN,UNKNOWN,3655,true,ON_RESUME,UNKNOWN,Returned to idle app
