sample_id,timestamp,scenario_id,ground_truth_context,user_action,camera_event,camera_id,package_name,camera_permission,activity_state,app_visibility,foreground_service_active,foreground_service_type,screen_state,session_state,session_duration_ms,recent_user_interaction,lifecycle_event,camera_availability,notes
exp_20260926_000754_rep1_d81a2a,2026-09-26T00:07:54.081Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,USER_SELECTED_SCENARIO,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,0,true,NONE,UNKNOWN,rep=1;User selected scenario Background Camera Continuation
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:08.203Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,USER_PRESSED_START,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,0,true,NONE,UNKNOWN,rep=1;trigger=user_start
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:08.263Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_OPEN_REQUESTED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,STARTING,60,true,NONE,UNKNOWN,rep=1;trigger=user_start
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:08.359Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,CAMERA_OPEN,156,true,NONE,UNAVAILABLE,rep=1;trigger=user_start;lens_facing=BACK
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:08.473Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,RUNNING,270,true,NONE,UNAVAILABLE,rep=1;trigger=user_start
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:10.037Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_BACKGROUND_CONTINUATION,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,PAUSED,FOREGROUND,false,none,OFF,UNKNOWN,1834,true,ON_PAUSE,UNKNOWN,rep=1
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:10.167Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_BACKGROUND_CONTINUATION,APP_ENTERED_BACKGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,STOPPED,BACKGROUND,true,none,OFF,UNKNOWN,1964,true,ON_STOP,UNKNOWN,rep=1;Session continuing in background
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:20.944Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,STARTED,FOREGROUND,false,none,ON_LOCKED,UNKNOWN,12741,true,ON_START,UNKNOWN,rep=1
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:20.971Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,APP_RETURNED_FOREGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,none,ON_LOCKED,UNKNOWN,12768,true,ON_RESUME,UNKNOWN,rep=1;Returned while camera active
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:23.691Z,BACKGROUND_CAMERA_CONTINUATION,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,15488,true,NONE,UNKNOWN,rep=1
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:23.719Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,STOPPING,15516,true,NONE,UNKNOWN,rep=1
exp_20260926_000808_rep1_09f4c6,2026-09-26T00:08:23.921Z,BACKGROUND_CAMERA_CONTINUATION,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,15718,true,NONE,AVAILABLE,rep=1
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:29.739Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,USER_PRESSED_START,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,0,true,NONE,UNKNOWN,rep=2;trigger=user_start
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:29.789Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_OPEN_REQUESTED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,STARTING,50,true,NONE,UNKNOWN,rep=2;trigger=user_start
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:29.888Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,CAMERA_OPEN,149,true,NONE,UNAVAILABLE,rep=2;trigger=user_start;lens_facing=BACK
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:29.980Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,RUNNING,241,true,NONE,UNAVAILABLE,rep=2;trigger=user_start
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:31.145Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_BACKGROUND_CONTINUATION,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,PAUSED,FOREGROUND,false,none,OFF,UNKNOWN,1406,true,ON_PAUSE,UNKNOWN,rep=2
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:31.233Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_BACKGROUND_CONTINUATION,APP_ENTERED_BACKGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,STOPPED,BACKGROUND,true,none,OFF,UNKNOWN,1494,true,ON_STOP,UNKNOWN,rep=2;Session continuing in background
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:43.932Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,STARTED,FOREGROUND,false,none,ON_LOCKED,UNKNOWN,14193,true,ON_START,UNKNOWN,rep=2
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:43.969Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,APP_RETURNED_FOREGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,none,ON_LOCKED,UNKNOWN,14230,true,ON_RESUME,UNKNOWN,rep=2;Returned while camera active
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:45.877Z,BACKGROUND_CAMERA_CONTINUATION,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,16138,true,NONE,UNKNOWN,rep=2
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:45.883Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,STOPPING,16144,true,NONE,UNKNOWN,rep=2
exp_20260926_000829_rep2_057a8a,2026-09-26T00:08:46.068Z,BACKGROUND_CAMERA_CONTINUATION,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,16329,true,NONE,AVAILABLE,rep=2
exp_20260926_000855_rep3_9fe901,2026-09-26T00:08:55.651Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,USER_PRESSED_START,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,0,true,NONE,UNKNOWN,rep=3;trigger=user_start
exp_20260926_000855_rep3_9fe901,2026-09-26T00:08:55.685Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_OPEN_REQUESTED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,STARTING,34,true,NONE,UNKNOWN,rep=3;trigger=user_start
exp_20260926_000855_rep3_9fe901,2026-09-26T00:08:55.764Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,CAMERA_OPEN,113,true,NONE,UNAVAILABLE,rep=3;trigger=user_start;lens_facing=BACK
exp_20260926_000855_rep3_9fe901,2026-09-26T00:08:55.854Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,RUNNING,203,true,NONE,UNAVAILABLE,rep=3;trigger=user_start
exp_20260926_000855_rep3_9fe901,2026-09-26T00:08:57.115Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_BACKGROUND_CONTINUATION,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,PAUSED,FOREGROUND,false,none,OFF,UNKNOWN,1464,true,ON_PAUSE,UNKNOWN,rep=3
exp_20260926_000855_rep3_9fe901,2026-09-26T00:08:57.213Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_BACKGROUND_CONTINUATION,APP_ENTERED_BACKGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,STOPPED,BACKGROUND,true,none,OFF,UNKNOWN,1562,true,ON_STOP,UNKNOWN,rep=3;Session continuing in background
exp_20260926_000855_rep3_9fe901,2026-09-26T00:09:11.632Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,STARTED,FOREGROUND,false,none,ON_LOCKED,UNKNOWN,15981,true,ON_START,UNKNOWN,rep=3
exp_20260926_000855_rep3_9fe901,2026-09-26T00:09:11.643Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,APP_RETURNED_FOREGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,none,ON_LOCKED,UNKNOWN,15992,true,ON_RESUME,UNKNOWN,rep=3;Returned while camera active
exp_20260926_000855_rep3_9fe901,2026-09-26T00:09:12.954Z,BACKGROUND_CAMERA_CONTINUATION,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,17303,true,NONE,UNKNOWN,rep=3
exp_20260926_000855_rep3_9fe901,2026-09-26T00:09:12.962Z,BACKGROUND_CAMERA_CONTINUATION,USER_INITIATED_FOREGROUND,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,STOPPING,17311,true,NONE,UNKNOWN,rep=3
exp_20260926_000855_rep3_9fe901,2026-09-26T00:09:13.151Z,BACKGROUND_CAMERA_CONTINUATION,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,17500,true,NONE,AVAILABLE,rep=3
