sample_id,timestamp,scenario_id,ground_truth_context,user_action,camera_event,camera_id,package_name,camera_permission,activity_state,app_visibility,foreground_service_active,foreground_service_type,screen_state,session_state,session_duration_ms,recent_user_interaction,lifecycle_event,camera_availability,notes
exp_20260926_000517_rep1_b4db6b,2026-09-26T00:05:17.539Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,USER_SELECTED_SCENARIO,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,0,true,NONE,UNKNOWN,rep=1;User selected scenario Automated Background Trigger
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:31.300Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,USER_ARMED_TRIGGER,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,camera,ON_UNLOCKED,ARMED,0,true,NONE,UNKNOWN,rep=1;trigger=countdown_timer;delay_sec=5;User armed automated trigger
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:31.356Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,ARM_AUTOMATED_TRIGGER,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,ARMED,56,true,NONE,UNKNOWN,rep=1;trigger=countdown_timer;delay_sec=5;Armed countdown
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:32.445Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,PAUSED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,1145,true,ON_PAUSE,UNKNOWN,rep=1
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:32.524Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,APP_ENTERED_BACKGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,STOPPED,BACKGROUND,true,none,ON_UNLOCKED,UNKNOWN,1224,true,ON_STOP,UNKNOWN,rep=1;Session continuing in background
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:36.378Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_TRIGGER_FIRED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,STARTING,5078,false,NONE,UNKNOWN,rep=1;trigger=countdown_timer;delay_sec=5;Automated background trigger fired
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:36.597Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_TRIGGER_FIRED,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,CAMERA_OPEN,5297,false,NONE,UNAVAILABLE,rep=1;trigger=countdown_timer;Camera opened by automated trigger;lens_facing=BACK
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:36.717Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,RUNNING,5417,false,NONE,UNAVAILABLE,rep=1;trigger=countdown_timer;Capture session streaming
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:44.185Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,STARTED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,12885,true,ON_START,UNKNOWN,rep=1
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:44.217Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,APP_RETURNED_FOREGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,none,ON_UNLOCKED,UNKNOWN,12917,true,ON_RESUME,UNKNOWN,rep=1;Returned while camera active
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:45.836Z,AUTOMATED_BACKGROUND_TRIGGER,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,14536,true,NONE,UNKNOWN,rep=1
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:45.876Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,STOPPING,14576,true,NONE,UNKNOWN,rep=1
exp_20260926_000531_rep1_e0afc5,2026-09-26T00:05:46.093Z,AUTOMATED_BACKGROUND_TRIGGER,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,14793,true,NONE,AVAILABLE,rep=1
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:05:53.411Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,USER_ARMED_TRIGGER,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,camera,ON_UNLOCKED,ARMED,0,true,NONE,UNKNOWN,rep=2;trigger=countdown_timer;delay_sec=5;User armed automated trigger
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:05:53.495Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,ARM_AUTOMATED_TRIGGER,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,ARMED,84,true,NONE,UNKNOWN,rep=2;trigger=countdown_timer;delay_sec=5;Armed countdown
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:05:54.689Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,PAUSED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,1278,true,ON_PAUSE,UNKNOWN,rep=2
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:05:54.766Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,APP_ENTERED_BACKGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,STOPPED,BACKGROUND,true,none,ON_UNLOCKED,UNKNOWN,1355,true,ON_STOP,UNKNOWN,rep=2;Session continuing in background
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:05:58.514Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_TRIGGER_FIRED,CAMERA_OPEN_REQUESTED,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,STARTING,5103,false,NONE,UNKNOWN,rep=2;trigger=countdown_timer;delay_sec=5;Automated background trigger fired
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:05:58.629Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_TRIGGER_FIRED,CAMERA_OPENED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,CAMERA_OPEN,5218,false,NONE,UNAVAILABLE,rep=2;trigger=countdown_timer;Camera opened by automated trigger;lens_facing=BACK
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:05:58.711Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,NONE,CAPTURE_SESSION_STARTED,0,org.cameratestharness,GRANTED,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,RUNNING,5300,false,NONE,UNAVAILABLE,rep=2;trigger=countdown_timer;Capture session streaming
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:06:07.928Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,NONE,NONE,NONE,org.cameratestharness,UNKNOWN,STARTED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,14517,true,ON_START,UNKNOWN,rep=2
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:06:07.978Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,APP_RETURNED_FOREGROUND,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,none,ON_UNLOCKED,UNKNOWN,14567,true,ON_RESUME,UNKNOWN,rep=2;Returned while camera active
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:06:08.952Z,AUTOMATED_BACKGROUND_TRIGGER,CAMERA_SESSION_CLOSED,USER_PRESSED_STOP,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,false,none,ON_UNLOCKED,UNKNOWN,15541,true,NONE,UNKNOWN,rep=2
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:06:09.006Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,CAMERA_STOP_REQUESTED,CAMERA_STOP_REQUESTED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,STOPPING,15595,true,NONE,UNKNOWN,rep=2
exp_20260926_000553_rep2_69cb5c,2026-09-26T00:06:09.229Z,AUTOMATED_BACKGROUND_TRIGGER,CAMERA_SESSION_CLOSED,NONE,CAMERA_CLOSED,0,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,false,none,ON_UNLOCKED,IDLE,15818,true,NONE,AVAILABLE,rep=2
exp_20260926_000613_rep3_a18273,2026-09-26T00:06:13.634Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,USER_ARMED_TRIGGER,NONE,NONE,org.cameratestharness,UNKNOWN,RESUMED,FOREGROUND,true,camera,ON_UNLOCKED,ARMED,0,true,NONE,UNKNOWN,rep=3;trigger=countdown_timer;delay_sec=5;User armed automated trigger
exp_20260926_000613_rep3_a18273,2026-09-26T00:06:13.690Z,AUTOMATED_BACKGROUND_TRIGGER,AUTOMATED_BACKGROUND_TRIGGER,ARM_AUTOMATED_TRIGGER,NONE,NONE,org.cameratestharness,UNKNOWN,UNKNOWN,UNKNOWN,true,camera,ON_UNLOCKED,ARMED,56,true,NONE,UNKNOWN,rep=3;trigger=countdown_timer;delay_sec=5;Armed countdown
